ID,Field Name,Label,Model,Model ID,Type,Relation,Required,Readonly,Stored
48792,message_has_error,"Message Delivery error",helpdesk.ticket,2637,boolean,,No,Yes,No
48793,message_has_error_counter,"Number of errors",helpdesk.ticket,2637,integer,,No,Yes,No
48797,message_has_sms_error,"SMS Delivery error",helpdesk.ticket,2637,boolean,,No,Yes,No
48788,message_ids,"Messages",helpdesk.ticket,2637,one2many,mail.message,No,No,Yes
48785,message_is_follower,"Is Follower",helpdesk.ticket,2637,boolean,,No,Yes,No
48790,message_needaction,"Action Needed",helpdesk.ticket,2637,boolean,,No,Yes,No
48791,message_needaction_counter,"Number of Actions",helpdesk.ticket,2637,integer,,No,Yes,No
48787,message_partner_ids,"Followers (Partners)",helpdesk.ticket,2637,many2many,res.partner,No,No,No
48780,my_activity_date_deadline,"My Activity Deadline",helpdesk.ticket,2637,date,,No,Yes,No
48813,name,"Subject",helpdesk.ticket,2637,char,,Yes,No,Yes
48867,oldest_unanswered_customer_message_date,"Oldest Unanswered Customer Message Date",helpdesk.ticket,2637,datetime,,No,No,Yes
48849,open_hours,"Open Time (hours)",helpdesk.ticket,2637,integer,,No,Yes,No
48836,partner_email,"Customer Email",helpdesk.ticket,2637,char,,No,No,Yes
48831,partner_id,"Customer",helpdesk.ticket,2637,many2one,res.partner,No,No,Yes
48835,partner_name,"Customer Name",helpdesk.ticket,2637,char,,No,No,Yes
48834,partner_open_ticket_count,"Number of other open tickets from the same partner",helpdesk.ticket,2637,integer,,No,Yes,No
48837,partner_phone,"Customer Phone",helpdesk.ticket,2637,char,,No,No,Yes
48833,partner_ticket_count,"Number of other tickets from the same partner",helpdesk.ticket,2637,integer,,No,Yes,No
48832,partner_ticket_ids,"Partner Tickets",helpdesk.ticket,2637,many2many,helpdesk.ticket,No,Yes,No
48840,priority,"Priority",helpdesk.ticket,2637,selection,,No,No,Yes
48830,properties,"Properties",helpdesk.ticket,2637,properties,,No,No,Yes
48802,rating_avg,"Average Rating",helpdesk.ticket,2637,float,,No,Yes,No
48803,rating_avg_text,"Rating Avg Text",helpdesk.ticket,2637,selection,,No,Yes,No
48801,rating_count,"Rating count",helpdesk.ticket,2637,integer,,No,Yes,No
48795,rating_ids,"Ratings",helpdesk.ticket,2637,one2many,rating.rating,No,No,Yes
48799,rating_last_feedback,"Rating Last Feedback",helpdesk.ticket,2637,text,,No,Yes,No
48800,rating_last_image,"Rating Last Image",helpdesk.ticket,2637,binary,,No,Yes,No
48805,rating_last_text,"Rating Text",helpdesk.ticket,2637,selection,,No,Yes,No
48798,rating_last_value,"Rating Last Value",helpdesk.ticket,2637,float,,No,Yes,Yes
48804,rating_percentage_satisfaction,"Rating Satisfaction",helpdesk.ticket,2637,float,,No,Yes,No
49048,sale_order_id,"Ref. Sales Order",helpdesk.ticket,2637,many2one,sale.order,No,No,Yes
48854,sla_deadline,"SLA Deadline",helpdesk.ticket,2637,datetime,,No,Yes,Yes
48855,sla_deadline_hours,"Hours to SLA Deadline",helpdesk.ticket,2637,float,,No,Yes,Yes
48856,sla_fail,"Failed SLA Policy",helpdesk.ticket,2637,boolean,,No,Yes,No
48850,sla_ids,"SLAs",helpdesk.ticket,2637,many2many,helpdesk.sla,No,No,Yes
48853,sla_reached,"Has SLA reached",helpdesk.ticket,2637,boolean,,No,Yes,Yes
48852,sla_reached_late,"Has SLA reached late",helpdesk.ticket,2637,boolean,,No,Yes,Yes
48851,sla_status_ids,"SLA Status",helpdesk.ticket,2637,one2many,helpdesk.sla.status,No,No,Yes
48857,sla_success,"Success SLA Policy",helpdesk.ticket,2637,boolean,,No,Yes,No
48807,source_id,"Source",helpdesk.ticket,2637,many2one,utm.source,No,No,Yes
48841,stage_id,"Stage",helpdesk.ticket,2637,many2one,helpdesk.stage,No,No,Yes
48820,tag_ids,"Tags",helpdesk.ticket,2637,many2many,helpdesk.tag,No,No,Yes
48814,team_id,"Helpdesk Team",helpdesk.ticket,2637,many2one,helpdesk.team,No,No,Yes
48816,team_privacy_visibility,"Team Visibility",helpdesk.ticket,2637,selection,,No,Yes,No
48844,ticket_ref,"Ticket IDs Sequence",helpdesk.ticket,2637,char,,No,Yes,Yes
48819,ticket_type_id,"Type",helpdesk.ticket,2637,many2one,helpdesk.ticket.type,No,No,Yes
48869,total_response_hours,"Total Exchange Time in Hours",helpdesk.ticket,2637,float,,No,No,Yes
48859,use_coupons,"Use Coupons",helpdesk.ticket,2637,boolean,,No,Yes,No
48858,use_credit_notes,"Use Credit Notes",helpdesk.ticket,2637,boolean,,No,Yes,No
48861,use_product_repairs,"Use Repairs",helpdesk.ticket,2637,boolean,,No,Yes,No
48860,use_product_returns,"Use Returns",helpdesk.ticket,2637,boolean,,No,Yes,No
48862,use_rating,"Use Customer Ratings",helpdesk.ticket,2637,boolean,,No,Yes,No
48815,use_sla,"SLA Policies",helpdesk.ticket,2637,boolean,,No,Yes,No
48829,user_id,"Assigned to",helpdesk.ticket,2637,many2one,res.users,No,No,Yes
48796,website_message_ids,"Website Messages",helpdesk.ticket,2637,one2many,mail.message,No,No,Yes
48876,write_date,"Last Updated on",helpdesk.ticket,2637,datetime,,No,Yes,Yes
48875,write_uid,"Last Updated by",helpdesk.ticket,2637,many2one,res.users,No,Yes,Yes
49037,create_date,"Created on",helpdesk.ticket.convert.wizard,2646,datetime,,No,Yes,Yes
49036,create_uid,"Created by",helpdesk.ticket.convert.wizard,2646,many2one,res.users,No,Yes,Yes
49035,display_name,"Display Name",helpdesk.ticket.convert.wizard,2646,char,,No,Yes,No
49034,id,"ID",helpdesk.ticket.convert.wizard,2646,integer,,No,Yes,Yes
49032,project_id,"Project",helpdesk.ticket.convert.wizard,2646,many2one,project.project,No,No,Yes
49033,stage_id,"Stage",helpdesk.ticket.convert.wizard,2646,many2one,project.task.type,Yes,No,Yes
49039,write_date,"Last Updated on",helpdesk.ticket.convert.wizard,2646,datetime,,No,Yes,Yes
49038,write_uid,"Last Updated by",helpdesk.ticket.convert.wizard,2646,many2one,res.users,No,Yes,Yes
48982,active,"Active",helpdesk.ticket.report.analysis,2642,boolean,,No,Yes,Yes
48980,assign_date,"First assignment date",helpdesk.ticket.report.analysis,2642,datetime,,No,Yes,Yes
48988,avg_response_hours,"Average Hours to Respond",helpdesk.ticket.report.analysis,2642,float,,No,Yes,Yes
48979,close_date,"Close date",helpdesk.ticket.report.analysis,2642,datetime,,No,Yes,Yes
48984,company_id,"Company",helpdesk.ticket.report.analysis,2642,many2one,res.company,No,Yes,Yes
48965,create_date,"Created On",helpdesk.ticket.report.analysis,2642,datetime,,No,Yes,Yes
48957,description,"Description",helpdesk.ticket.report.analysis,2642,text,,No,Yes,Yes
48991,display_name,"Display Name",helpdesk.ticket.report.analysis,2642,char,,No,Yes,No
48987,first_response_hours,"Hours to First Response",helpdesk.ticket.report.analysis,2642,float,,No,Yes,Yes
48990,id,"ID",helpdesk.ticket.report.analysis,2642,integer,,No,Yes,Yes
48986,kanban_state,"Kanban State",helpdesk.ticket.report.analysis,2642,selection,,No,Yes,Yes
48985,message_is_follower,"Is Follower",helpdesk.ticket.report.analysis,2642,boolean,,No,Yes,No
48960,name,"Subject",helpdesk.ticket.report.analysis,2642,char,,No,Yes,Yes
48970,partner_email,"Customer Email",helpdesk.ticket.report.analysis,2642,char,,No,Yes,Yes
48968,partner_id,"Customer",helpdesk.ticket.report.analysis,2642,many2one,res.partner,No,Yes,Yes
48969,partner_name,"Customer Name",helpdesk.ticket.report.analysis,2642,char,,No,Yes,Yes
48971,partner_phone,"Customer Phone",helpdesk.ticket.report.analysis,2642,char,,No,Yes,Yes
