Field_ID,Field_Name,Field_Label,Field_Type,Model_ID,Model_Name,Related_Model,Related_Model_ID,Relation_Field,Relation_Table,Column1,Column2,Primary_Data_Location,Stored
5141,id,"ID",integer,297,account.tax.group,,,,,,,"account.tax.group.id",Yes
5136,name,"Name",char,297,account.tax.group,,,,,,,"account.tax.group.name",Yes
25646,preceding_subtotal,"Preceding Subtotal",char,297,account.tax.group,,,,,,,"account.tax.group.preceding_subtotal",Yes
5137,sequence,"Sequence",integer,297,account.tax.group,,,,,,,"account.tax.group.sequence",Yes
5138,tax_payable_account_id,"Tax Payable Account",many2one,297,account.tax.group,account.account,292,,,,,"account.account.id",Yes
5139,tax_receivable_account_id,"Tax Receivable Account",many2one,297,account.tax.group,account.account,292,,,,,"account.account.id",Yes
5146,write_date,"Last Updated on",datetime,297,account.tax.group,,,,,,,"account.tax.group.write_date",Yes
5145,write_uid,"Last Updated by",many2one,297,account.tax.group,res.users,90,,,,,"res.users.id",Yes
5178,account_id,"Account",many2one,299,account.tax.repartition.line,account.account,292,,,,,"account.account.id",Yes
5184,company_id,"Company",many2one,299,account.tax.repartition.line,res.company,87,,,,,"res.company.id",Yes
5189,create_date,"Created on",datetime,299,account.tax.repartition.line,,,,,,,"account.tax.repartition.line.create_date",Yes
5188,create_uid,"Created by",many2one,299,account.tax.repartition.line,res.users,90,,,,,"res.users.id",Yes
5187,display_name,"Display Name",char,299,account.tax.repartition.line,,,,,,,"Computed",No
28130,document_type,"Related to",selection,299,account.tax.repartition.line,,,,,,,"account.tax.repartition.line.document_type",Yes
5176,factor,"Factor Ratio",float,299,account.tax.repartition.line,,,,,,,"Computed",No
5175,factor_percent,"%",float,299,account.tax.repartition.line,,,,,,,"account.tax.repartition.line.factor_percent",Yes
5186,id,"ID",integer,299,account.tax.repartition.line,,,,,,,"account.tax.repartition.line.id",Yes
5177,repartition_type,"Based On",selection,299,account.tax.repartition.line,,,,,,,"account.tax.repartition.line.repartition_type",Yes
5185,sequence,"Sequence",integer,299,account.tax.repartition.line,,,,,,,"account.tax.repartition.line.sequence",Yes
5179,tag_ids,"Tax Grids",many2many,299,account.tax.repartition.line,account.account.tag,290,,account_account_tag_account_tax_repartition_line_rel,account_tax_repartition_line_id,account_account_tag_id,"Junction: account_account_tag_account_tax_repartition_line_rel",Yes
25652,tag_ids_domain,"tag domain",binary,299,account.tax.repartition.line,,,,,,,"Computed",No
5182,tax_id,"Tax",many2one,299,account.tax.repartition.line,account.tax,298,,,,,"account.tax.id",Yes
16738,use_in_tax_closing,"Tax Closing Entry",boolean,299,account.tax.repartition.line,,,,,,,"account.tax.repartition.line.use_in_tax_closing",Yes
5191,write_date,"Last Updated on",datetime,299,account.tax.repartition.line,,,,,,,"account.tax.repartition.line.write_date",Yes
5190,write_uid,"Last Updated by",many2one,299,account.tax.repartition.line,res.users,90,,,,,"res.users.id",Yes
26953,company_ids,"Companies",many2many,1590,account.tax.unit,res.company,87,,account_tax_unit_res_company_rel,account_tax_unit_id,res_company_id,"Junction: account_tax_unit_res_company_rel",Yes
26951,country_id,"Country",many2one,1590,account.tax.unit,res.country,71,,,,,"res.country.id",Yes
26959,create_date,"Created on",datetime,1590,account.tax.unit,,,,,,,"account.tax.unit.create_date",Yes
26958,create_uid,"Created by",many2one,1590,account.tax.unit,res.users,90,,,,,"res.users.id",Yes
26957,display_name,"Display Name",char,1590,account.tax.unit,,,,,,,"Computed",No
44396,fpos_synced,"Fiscal Positions Synchronised",boolean,1590,account.tax.unit,,,,,,,"Computed",No
26955,id,"ID",integer,1590,account.tax.unit,,,,,,,"account.tax.unit.id",Yes
26954,main_company_id,"Main Company",many2one,1590,account.tax.unit,res.company,87,,,,,"res.company.id",Yes
26950,name,"Name",char,1590,account.tax.unit,,,,,,,"account.tax.unit.name",Yes
26952,vat,"Tax ID",char,1590,account.tax.unit,,,,,,,"account.tax.unit.vat",Yes
26961,write_date,"Last Updated on",datetime,1590,account.tax.unit,,,,,,,"account.tax.unit.write_date",Yes
26960,write_uid,"Last Updated by",many2one,1590,account.tax.unit,res.users,90,,,,,"res.users.id",Yes
25922,attachment_ids,"Attachments",many2many,1024,account.tour.upload.bill,ir.attachment,27,,account_tour_upload_bill_ir_attachments_rel,account_tour_upload_bill_id,ir_attachment_id,"Junction: account_tour_upload_bill_ir_attachments_rel",Yes
17250,create_date,"Created on",datetime,1024,account.tour.upload.bill,,,,,,,"account.tour.upload.bill.create_date",Yes
17249,create_uid,"Created by",many2one,1024,account.tour.upload.bill,res.users,90,,,,,"res.users.id",Yes
17248,display_name,"Display Name",char,1024,account.tour.upload.bill,,,,,,,"Computed",No
17247,id,"ID",integer,1024,account.tour.upload.bill,,,,,,,"account.tour.upload.bill.id",Yes
25923,preview_invoice,"Invoice Preview",html,1024,account.tour.upload.bill,,,,,,,"Computed",No
17245,selection,"Selection",selection,1024,account.tour.upload.bill,,,,,,,"account.tour.upload.bill.selection",Yes
17252,write_date,"Last Updated on",datetime,1024,account.tour.upload.bill,,,,,,,"account.tour.upload.bill.write_date",Yes
17251,write_uid,"Last Updated by",many2one,1024,account.tour.upload.bill,res.users,90,,,,,"res.users.id",Yes
17284,create_date,"Created on",datetime,1025,account.tour.upload.bill.email.confirm,,,,,,,"account.tour.upload.bill.email.confirm.create_date",Yes
17283,create_uid,"Created by",many2one,1025,account.tour.upload.bill.email.confirm,res.users,90,,,,,"res.users.id",Yes
17282,display_name,"Display Name",char,1025,account.tour.upload.bill.email.confirm,,,,,,,"Computed",No
17280,email_alias,"Email Alias",char,1025,account.tour.upload.bill.email.confirm,,,,,,,"account.tour.upload.bill.email.confirm.email_alias",Yes
17281,id,"ID",integer,1025,account.tour.upload.bill.email.confirm,,,,,,,"account.tour.upload.bill.email.confirm.id",Yes
17286,write_date,"Last Updated on",datetime,1025,account.tour.upload.bill.email.confirm,,,,,,,"account.tour.upload.bill.email.confirm.write_date",Yes
17285,write_uid,"Last Updated by",many2one,1025,account.tour.upload.bill.email.confirm,res.users,90,,,,,"res.users.id",Yes
7130,account_ids,"Origin Accounts",many2many,376,account.transfer.model,account.account,292,,account_model_rel,account_transfer_model_id,account_account_id,"Junction: account_model_rel",Yes
7126,company_id,"Company",many2one,376,account.transfer.model,res.company,87,,,,,"res.company.id",No
7139,create_date,"Created on",datetime,376,account.transfer.model,,,,,,,"account.transfer.model.create_date",Yes
7138,create_uid,"Created by",many2one,376,account.transfer.model,res.users,90,,,,,"res.users.id",Yes
7127,date_start,"Start Date",date,376,account.transfer.model,,,,,,,"account.transfer.model.date_start",Yes
7128,date_stop,"Stop Date",date,376,account.transfer.model,,,,,,,"account.transfer.model.date_stop",Yes
7137,display_name,"Display Name",char,376,account.transfer.model,,,,,,,"Computed",No
7129,frequency,"Frequency",selection,376,account.transfer.model,,,,,,,"account.transfer.model.frequency",Yes
7136,id,"ID",integer,376,account.transfer.model,,,,,,,"account.transfer.model.id",Yes
7125,journal_id,"Destination Journal",many2one,376,account.transfer.model,account.journal,296,,,,,"account.journal.id",Yes
7131,line_ids,"Destination Accounts",one2many,376,account.transfer.model,account.transfer.model.line,377,transfer_model_id,,,,"account.transfer.model.line.transfer_model_id",Yes
7132,move_ids,"Generated Moves",one2many,376,account.transfer.model,account.move,311,transfer_model_id,,,,"account.move.transfer_model_id",Yes
7133,move_ids_count,"Move Ids Count",integer,376,account.transfer.model,,,,,,,"Computed",No
7124,name,"Name",char,376,account.transfer.model,,,,,,,"account.transfer.model.name",Yes
7135,state,"State",selection,376,account.transfer.model,,,,,,,"account.transfer.model.state",Yes
7134,total_percent,"Total Percent",float,376,account.transfer.model,,,,,,,"Computed",No
7141,write_date,"Last Updated on",datetime,376,account.transfer.model,,,,,,,"account.transfer.model.write_date",Yes
7140,write_uid,"Last Updated by",many2one,376,account.transfer.model,res.users,90,,,,,"res.users.id",Yes
7144,account_id,"Destination Account",many2one,377,account.transfer.model.line,account.account,292,,,,,"account.account.id",Yes
7146,analytic_account_ids,"Analytic Filter",many2many,377,account.transfer.model.line,account.analytic.account,177,,account_analytic_account_account_transfer_model_line_rel,account_transfer_model_line_id,account_analytic_account_id,"Junction: account_analytic_account_account_transfer_model_line_rel",Yes
7151,create_date,"Created on",datetime,377,account.transfer.model.line,,,,,,,"account.transfer.model.line.create_date",Yes
7150,create_uid,"Created by",many2one,377,account.transfer.model.line,res.users,90,,,,,"res.users.id",Yes
7149,display_name,"Display Name",char,377,account.transfer.model.line,,,,,,,"Computed",No
7148,id,"ID",integer,377,account.transfer.model.line,,,,,,,"account.transfer.model.line.id",Yes
18095,partner_ids,"Partner Filter",many2many,377,account.transfer.model.line,res.partner,78,,account_transfer_model_line_res_partner_rel,account_transfer_model_line_id,res_partner_id,"Junction: account_transfer_model_line_res_partner_rel",Yes
7145,percent,"Percent",float,377,account.transfer.model.line,,,,,,,"account.transfer.model.line.percent",Yes
7147,percent_is_readonly,"Percent Is Readonly",boolean,377,account.transfer.model.line,,,,,,,"Computed",No
18096,sequence,"Sequence",integer,377,account.transfer.model.line,,,,,,,"account.transfer.model.line.sequence",Yes
7143,transfer_model_id,"Transfer Model",many2one,377,account.transfer.model.line,account.transfer.model,376,,,,,"account.transfer.model.id",Yes
7153,write_date,"Last Updated on",datetime,377,account.transfer.model.line,,,,,,,"account.transfer.model.line.write_date",Yes
7152,write_uid,"Last Updated by",many2one,377,account.transfer.model.line,res.users,90,,,,,"res.users.id",Yes
6008,create_date,"Created on",datetime,328,account.unreconcile,,,,,,,"account.unreconcile.create_date",Yes
6007,create_uid,"Created by",many2one,328,account.unreconcile,res.users,90,,,,,"res.users.id",Yes
6006,display_name,"Display Name",char,328,account.unreconcile,,,,,,,"Computed",No
6005,id,"ID",integer,328,account.unreconcile,,,,,,,"account.unreconcile.id",Yes
6010,write_date,"Last Updated on",datetime,328,account.unreconcile,,,,,,,"account.unreconcile.write_date",Yes
6009,write_uid,"Last Updated by",many2one,328,account.unreconcile,res.users,90,,,,,"res.users.id",Yes
29793,activity_default_responsible_type,"Responsible",selection,409,account_followup.followup.line,,,,,,,"account_followup.followup.line.activity_default_responsible_type",Yes
7787,activity_note,"Note",text,409,account_followup.followup.line,,,,,,,"account_followup.followup.line.activity_note",Yes
29790,activity_summary,"Summary",char,409,account_followup.followup.line,,,,,,,"account_followup.followup.line.activity_summary",Yes
7788,activity_type_id,"Activity Type",many2one,409,account_followup.followup.line,mail.activity.type,153,,,,,"mail.activity.type.id",Yes
7790,auto_execute,"Automatic",boolean,409,account_followup.followup.line,,,,,,,"account_followup.followup.line.auto_execute",Yes
7779,company_id,"Company",many2one,409,account_followup.followup.line,res.company,87,,,,,"res.company.id",Yes
7786,create_activity,"Schedule Activity",boolean,409,account_followup.followup.line,,,,,,,"account_followup.followup.line.create_activity",Yes
7794,create_date,"Created on",datetime,409,account_followup.followup.line,,,,,,,"account_followup.followup.line.create_date",Yes
7793,create_uid,"Created by",many2one,409,account_followup.followup.line,res.users,90,,,,,"res.users.id",Yes
7778,delay,"Due Days",integer,409,account_followup.followup.line,,,,,,,"account_followup.followup.line.delay",Yes
7792,display_name,"Display Name",char,409,account_followup.followup.line,,,,,,,"Computed",No
7791,id,"ID",integer,409,account_followup.followup.line,,,,,,,"account_followup.followup.line.id",Yes
7785,join_invoices,"Attach Invoices",boolean,409,account_followup.followup.line,,,,,,,"account_followup.followup.line.join_invoices",Yes
29784,mail_template_id,"Mail Template",many2one,409,account_followup.followup.line,mail.template,165,,,,,"mail.template.id",Yes
7777,name,"Description",char,409,account_followup.followup.line,,,,,,,"account_followup.followup.line.name",Yes
7782,send_email,"Send Email",boolean,409,account_followup.followup.line,,,,,,,"account_followup.followup.line.send_email",Yes
7962,send_letter,"Send a Letter",boolean,409,account_followup.followup.line,,,,,,,"account_followup.followup.line.send_letter",Yes
7784,send_sms,"Send SMS Message",boolean,409,account_followup.followup.line,,,,,,,"account_followup.followup.line.send_sms",Yes
29787,sms_template_id,"Sms Template",many2one,409,account_followup.followup.line,sms.template,216,,,,,"sms.template.id",Yes
7796,write_date,"Last Updated on",datetime,409,account_followup.followup.line,,,,,,,"account_followup.followup.line.write_date",Yes
7795,write_uid,"Last Updated by",many2one,409,account_followup.followup.line,res.users,90,,,,,"res.users.id",Yes
29821,attachment_ids,"Attachment",many2many,1793,account_followup.manual_reminder,ir.attachment,27,,account_followup_manual_reminder_ir_attachment_rel,account_followup_manual_reminder_id,ir_attachment_id,"Junction: account_followup_manual_reminder_ir_attachment_rel",Yes
29807,body,"Contents",html,1793,account_followup.manual_reminder,,,,,,,"account_followup.manual_reminder.body",Yes
45192,body_has_template_value,"Body content is the same as the template",boolean,1793,account_followup.manual_reminder,,,,,,,"Computed",No
29810,can_edit_body,"Can Edit Body",boolean,1793,account_followup.manual_reminder,,,,,,,"Computed",No
29826,create_date,"Created on",datetime,1793,account_followup.manual_reminder,,,,,,,"account_followup.manual_reminder.create_date",Yes
29825,create_uid,"Created by",many2one,1793,account_followup.manual_reminder,res.users,90,,,,,"res.users.id",Yes
29824,display_name,"Display Name",char,1793,account_followup.manual_reminder,,,,,,,"Computed",No
29812,email,"Email",boolean,1793,account_followup.manual_reminder,,,,,,,"account_followup.manual_reminder.email",Yes
